"CASEID","D104","D108","D111","V012","V024","V025","V131","V149","V136","V190","V155","S119"
"      281309001  4",NA,NA,NA,18,18,1,10,4,5,5,2,10
"      281311001  1",NA,NA,NA,27,18,1,10,4,5,4,2,10
"      281311001  5",NA,NA,NA,15,18,1,10,3,5,4,2,10
"      281312001  3",0,1,1,32,18,1,10,5,6,4,2,10
"      281312701  2",0,0,1,35,18,1,10,4,6,4,2,10
"      281312701  3",NA,NA,NA,15,18,1,10,3,6,4,2,10
"      281313001  4",1,0,0,45,18,1,10,5,6,5,2,10
"      281502201  2",NA,NA,NA,45,18,1,10,4,5,5,2,2
"      281502201  4",NA,NA,NA,23,18,1,10,5,5,5,2,10
"      281504701  2",0,0,1,43,18,1,10,4,5,5,2,2
"      281504701  4",NA,NA,NA,25,18,1,10,5,5,5,2,10
"      281505601  2",NA,NA,NA,24,18,1,10,5,7,4,2,1
"      281505601  5",0,0,0,23,18,1,2,4,7,4,2,2
"      281505701  1",1,0,0,38,18,1,10,5,5,3,2,10
"      281505701  2",NA,NA,NA,13,18,1,10,2,5,3,2,10
"      281506901  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      281506901  3",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      281507501  3",1,0,1,29,18,1,10,4,4,4,2,10
"      281508201  1",1,1,1,38,18,1,10,4,2,3,2,2
"      281508201  2",NA,NA,NA,14,18,1,10,3,2,3,2,10
"      281509401  2",1,0,1,30,18,1,10,3,4,4,2,2
"      281509401  3",NA,NA,NA,12,18,1,10,2,4,4,2,10
"      281602501  2",NA,NA,NA,NA,18,1,NA,NA,NA,2,NA,NA
"      281602501  3",NA,NA,NA,NA,18,1,NA,NA,NA,2,NA,NA
"      281602501  9",NA,NA,NA,NA,18,1,NA,NA,NA,2,NA,NA
"      281603301  1",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      281603301  3",NA,NA,NA,19,18,1,10,5,6,3,2,10
"      281603301  4",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      281606101  2",0,0,0,30,18,1,10,4,3,4,2,2
"      281607801  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      281607801  3",NA,NA,NA,14,18,1,10,3,5,5,2,10
"      281608701  2",0,0,0,48,18,1,10,5,4,4,2,10
"      281608801  2",NA,NA,NA,42,18,1,10,4,4,4,2,2
"      281608801  4",NA,NA,NA,15,18,1,10,3,4,4,2,10
"      281609201  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      281609801  2",NA,NA,NA,35,18,1,10,3,5,2,2,2
"      281609801  4",NA,NA,NA,16,18,1,10,3,5,2,2,2
"      281609901  1",0,0,1,39,18,1,10,4,5,4,2,10
"      281609901  3",NA,NA,NA,17,18,1,10,3,5,4,2,10
"      281700601  2",0,0,0,40,18,1,10,5,6,5,2,10
"      281700601  4",NA,NA,NA,13,18,1,10,2,6,5,2,10
"      281701501  3",NA,NA,NA,28,18,1,10,5,4,4,2,10
"      281705901  3",NA,NA,NA,32,18,1,10,5,7,4,2,10
"      281705901  4",NA,NA,NA,31,18,1,10,5,7,4,2,10
"      281705901  6",NA,NA,NA,24,18,1,10,5,7,4,2,10
"      281706401  1",NA,NA,NA,22,18,1,10,5,3,4,2,10
"      281708101  2",0,0,0,28,18,1,10,5,3,4,2,10
"      281709301  1",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      281709301  5",NA,NA,NA,39,18,1,10,1,5,4,2,10
"      281710601  2",0,0,1,39,18,1,10,5,4,4,2,10
"      281803601  2",0,0,1,43,18,1,10,3,3,4,2,10
"      281803901  2",0,0,0,28,18,1,1,4,2,3,2,1
"      281804501  2",0,0,1,39,18,1,10,4,4,4,2,2
"      281805101  2",1,1,1,30,18,1,10,4,5,2,2,10
"      281806801  3",NA,NA,NA,15,18,1,10,3,3,4,2,10
"      281808501  1",1,0,1,49,18,1,10,4,3,3,2,1
"      281808501  2",NA,NA,NA,23,18,1,10,5,3,3,2,10
"      281809001  1",1,0,1,25,18,1,10,5,2,2,2,10
"      281812601  2",0,0,0,25,18,1,10,4,3,3,2,1
"      281900601  1",0,0,0,46,18,1,10,5,2,4,2,10
"      281901901  2",0,0,0,27,18,1,10,4,4,4,2,10
"      281907501  1",1,0,1,45,18,1,10,5,4,5,2,10
"      281907501  2",NA,NA,NA,15,18,1,10,3,4,5,2,10
"      281908701  1",1,1,0,23,18,1,10,4,3,2,2,1
"      281909001  4",NA,NA,NA,12,18,1,10,1,4,5,2,10
"      281909201  2",0,0,0,39,18,1,10,4,7,3,2,1
"      281910001  1",0,0,0,21,18,1,10,4,3,3,2,2
"      281911101  2",NA,NA,NA,25,18,1,10,5,2,5,2,10
"      281912001  2",NA,NA,NA,45,18,1,10,4,4,3,2,2
"      281912001  3",NA,NA,NA,22,18,1,10,5,4,3,2,10
"      282001201  1",NA,NA,NA,23,18,1,10,5,2,3,2,10
"      282002101  1",0,0,0,31,18,1,10,5,5,4,2,2
"      282002601  2",0,0,0,35,18,1,10,4,5,3,2,10
"      282002601  5",NA,NA,NA,14,18,1,10,3,5,3,2,10
"      282003701  1",1,0,0,46,18,1,10,4,4,4,2,10
"      282003701  3",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282006401  2",0,0,0,25,18,1,10,5,3,3,2,10
"      282007401  4",0,0,0,24,18,1,10,5,6,3,2,10
"      282007601  2",1,0,0,38,18,1,10,3,2,4,2,10
"      282008101  1",1,0,0,37,18,1,10,5,3,3,2,10
"      282102601  3",NA,NA,NA,24,18,1,10,5,3,4,2,10
"      282103501  2",1,1,1,47,18,1,10,4,7,4,2,10
"      282103501  3",NA,NA,NA,22,18,1,10,4,7,4,2,10
"      282103501  6",NA,NA,NA,31,18,1,10,5,7,4,2,10
"      282104201  3",NA,NA,NA,31,18,1,10,4,8,4,2,10
"      282104201  6",0,0,0,26,18,1,10,4,8,4,2,10
"      282104501  2",0,0,0,29,18,1,10,5,3,4,2,10
"      282106601  3",0,0,0,22,18,1,10,2,5,3,2,10
"      282107801  3",NA,NA,NA,21,18,1,10,5,4,3,2,10
"      282108201  2",NA,NA,NA,47,18,1,10,5,6,3,2,10
"      282108201  4",NA,NA,NA,NA,18,1,NA,NA,NA,3,NA,NA
"      282109101  2",0,0,0,42,18,1,10,4,5,5,2,10
"      282109801  2",0,0,0,22,18,1,10,5,3,4,2,10
"      282200101  2",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282201701  2",0,0,0,47,18,1,10,5,3,5,2,10
"      282204801  2",0,0,0,44,18,1,10,5,3,5,2,10
"      282300801  2",0,0,0,38,18,1,10,5,5,4,2,10
"      282302401  2",0,0,0,29,18,1,10,5,3,5,2,10
"      282303101  2",0,0,0,40,18,1,10,5,4,5,2,10
"      282303701  2",0,0,0,20,18,1,10,5,3,2,2,2
"      282303901  2",0,0,0,35,18,1,10,5,4,4,2,10
"      282304201  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      282306401  2",0,0,0,36,18,1,10,5,4,5,2,10
"      282306601  2",0,0,0,37,18,1,10,5,8,5,2,10
"      282306801  2",0,0,0,41,18,1,10,5,4,5,2,10
"      282400801  1",0,0,0,32,18,1,10,5,2,3,2,10
"      282402901  1",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282402901  4",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282402901  5",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282403001  2",0,0,1,31,18,1,10,5,3,5,2,10
"      282403301  2",0,0,0,24,18,1,10,5,3,4,2,10
"      282405301  3",0,0,0,21,18,1,10,5,3,5,2,10
"      282410001  3",NA,NA,NA,33,18,1,10,3,4,4,2,10
"      282410901  2",0,0,0,41,18,1,10,5,5,4,2,10
"      282411501  2",0,0,0,33,18,1,10,3,3,4,2,10
"      282500201  1",NA,NA,NA,34,18,1,10,4,9,3,2,10
"      282500201  6",1,0,0,39,18,1,10,4,9,3,2,10
"      282500201  8",NA,NA,NA,12,18,1,10,1,9,3,2,10
"      282500901  2",0,0,0,32,18,1,10,5,3,5,2,10
"      282501301  2",NA,NA,NA,40,18,1,10,5,4,5,2,10
"      282503701  1",0,0,0,40,18,1,10,5,2,3,2,10
"      282508701  3",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282508701  7",NA,NA,NA,22,18,1,10,5,9,4,2,10
"      282508701  8",NA,NA,NA,17,18,1,10,4,9,4,2,10
"      282512201  2",0,0,0,37,18,1,10,4,5,4,2,10
"      282512401  2",0,0,0,23,18,1,10,4,3,3,2,10
"      282514001  2",NA,NA,NA,30,18,1,10,5,4,5,2,10
"      282514001  3",NA,NA,NA,25,18,1,10,5,4,5,2,10
"      282514001  4",NA,NA,NA,23,18,1,10,5,4,5,2,10
"      282801401  2",1,0,1,41,18,1,10,5,5,4,2,10
"      282801401  4",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282804401  1",0,0,0,47,18,1,10,5,3,5,2,10
"      282805201  1",NA,NA,NA,49,18,1,10,3,6,3,2,10
"      282805201  4",0,0,0,27,18,1,10,5,6,3,2,10
"      282805401  3",NA,NA,NA,17,18,1,10,3,7,4,2,10
"      282806301  2",0,0,0,24,18,1,10,5,3,3,2,10
"      282806701  2",0,0,0,43,18,1,10,4,4,3,2,2
"      282808901  2",NA,NA,NA,42,18,1,10,4,8,4,2,10
"      282808901  3",NA,NA,NA,14,18,1,10,3,8,4,2,10
"      282808901  6",NA,NA,NA,21,18,1,10,5,8,4,2,10
"      282808901  8",NA,NA,NA,47,18,1,10,4,8,4,2,10
"      282810701  1",0,0,1,37,18,1,10,5,2,5,2,10
"      282900701  2",0,0,0,32,18,1,10,5,4,3,2,10
"      282900901  1",1,0,0,36,18,1,10,4,5,4,2,10
"      282902301  1",0,0,0,42,18,1,10,3,5,4,2,2
"      282902301  2",NA,NA,NA,20,18,1,10,5,5,4,2,10
"      282902501  2",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282902501  3",NA,NA,NA,NA,18,1,NA,NA,NA,4,NA,NA
"      282907401  2",NA,NA,NA,35,18,1,10,5,6,3,2,10
"      282907401  3",NA,NA,NA,16,18,1,10,3,6,3,2,10
"      282907401  4",NA,NA,NA,14,18,1,10,3,6,3,2,10
"      282908101  1",0,0,0,34,18,1,10,3,4,3,2,10
"      282908101  3",NA,NA,NA,12,18,1,10,1,4,3,2,10
"      282908701  2",0,0,1,37,18,1,10,2,6,3,2,1
"      282909401  2",NA,NA,NA,41,18,1,10,5,5,5,2,10
"      282909401  3",NA,NA,NA,21,18,1,10,5,5,5,2,10
"      282909401  5",NA,NA,NA,19,18,1,10,5,5,5,2,10
"      283102701  2",0,0,0,37,18,1,10,2,3,3,1,2
"      283103101  1",1,1,1,25,18,1,10,4,3,3,2,10
"      283104501  2",1,0,1,27,18,1,2,3,3,3,2,10
"      283104501  3",NA,NA,NA,47,18,1,10,1,3,3,2,10
"      283106101  1",0,0,0,32,18,1,10,5,3,2,2,10
"      283106201  2",0,0,0,33,18,1,10,5,4,4,2,10
"      283106301  1",0,0,1,37,18,1,10,5,5,3,2,10
"      283106601  4",0,0,0,22,18,1,10,4,5,3,2,10
"      283107701  2",0,0,0,30,18,1,10,4,4,3,2,2
"      283108501  2",1,1,1,35,18,1,10,4,6,4,2,10
"      283108501  3",NA,NA,NA,15,18,1,10,3,6,4,2,10
"      283302501  2",0,0,0,29,18,1,10,5,4,5,2,10
"      283302601  1",NA,NA,NA,26,18,1,10,4,2,5,2,10
"      283306701  1",1,0,1,27,18,1,10,5,2,5,2,10
"      283307301  2",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      283308001  3",NA,NA,NA,NA,18,1,NA,NA,NA,5,NA,NA
"      283309101  2",NA,NA,NA,44,18,1,10,5,5,4,2,10
"      283309101  4",NA,NA,NA,22,18,1,10,5,5,4,2,10
"      283309101  5",NA,NA,NA,16,18,1,10,3,5,4,2,10
"      283701701  2",0,0,0,42,18,2,10,1,3,1,2,10
"      283701801  1",0,0,0,39,18,2,10,2,5,1,2,10
"      283703501  1",0,0,0,25,18,2,10,3,4,1,2,10
"      283704601  2",0,0,0,21,18,2,10,2,4,2,2,10
"      283704701  2",0,0,0,39,18,2,10,4,6,1,2,1
"      283704801  2",NA,NA,NA,39,18,2,10,3,4,1,2,10
"      283704801  3",NA,NA,NA,22,18,2,10,5,4,1,2,10
"      283704901  2",0,0,0,24,18,2,10,4,4,1,2,10
"      283705001  1",NA,NA,NA,36,18,2,10,2,4,1,2,10
"      283705001  3",NA,NA,NA,15,18,2,10,3,4,1,2,10
"      283705101  1",0,0,0,44,18,2,10,4,3,1,2,10
"      283705301  1",1,0,1,36,18,2,10,4,5,1,2,1
"      283800501  2",0,0,0,23,18,2,10,5,4,2,2,1
"      283800601  2",0,0,0,23,18,2,10,5,3,1,2,10
"      283800701  1",1,1,1,45,18,2,10,3,4,2,2,1
"      283800701  2",NA,NA,NA,18,18,2,10,5,4,2,2,10
"      283801401  1",1,1,1,43,18,2,10,3,6,2,2,1
"      283801401  4",NA,NA,NA,13,18,2,10,2,6,2,2,10
"      283801701  2",0,0,0,37,18,2,10,2,4,2,2,1
"      283801801  1",0,0,0,33,18,2,1,5,3,3,2,1
"      283802301  3",NA,NA,NA,24,18,2,10,5,3,2,2,1
"      283802501  2",NA,NA,NA,25,18,2,10,5,4,2,2,1
"      283802801  2",0,0,0,34,18,2,10,5,3,2,2,1
"      283803201  1",1,1,1,36,18,2,1,5,2,1,2,1
"      283803301  1",0,0,0,21,18,2,10,5,2,1,2,1
"      284001801  2",0,0,0,44,18,2,10,4,4,1,2,10
"      284002401  2",0,0,0,46,18,2,10,4,4,1,2,10
"      284003001  4",NA,NA,NA,18,18,2,10,5,4,2,2,10
"      284003301  1",0,0,0,27,18,2,10,5,6,3,2,10
"      284003301  5",NA,NA,NA,15,18,2,10,3,6,3,2,10
"      284003501  2",NA,NA,NA,27,18,2,10,4,5,1,2,10
"      284003501  3",NA,NA,NA,20,18,2,10,5,5,1,2,10
"      284100501  1",0,0,0,47,18,2,10,4,2,3,2,10
"      284101701  2",NA,NA,NA,18,18,2,10,4,3,2,2,10
"      284102201  3",1,0,1,32,18,2,10,5,4,3,2,10
"      284103701  3",NA,NA,NA,19,18,2,10,5,5,2,2,10
"      284104301  2",0,0,0,29,18,2,10,5,4,2,2,10
"      284105001  2",NA,NA,NA,33,18,2,10,3,3,1,2,1
"      284105901  1",0,0,0,19,18,2,10,4,3,2,2,10
"      284106401  1",NA,NA,NA,37,18,2,10,3,2,1,2,1
"      284400701  2",1,0,1,35,19,1,10,4,5,3,2,10
"      284400701  5",NA,NA,NA,16,19,1,10,3,5,3,2,10
"      284401201  2",0,0,0,24,19,1,10,4,4,4,2,10
"      284406401  2",NA,NA,NA,39,19,1,10,5,6,2,2,10
"      284406401  4",NA,NA,NA,17,19,1,10,4,6,2,2,10
"      284411001  3",NA,NA,NA,24,19,1,10,5,4,5,2,10
"      284416601  2",0,0,0,30,19,1,10,5,5,4,2,10
"      284501601  1",0,0,0,41,19,1,10,5,4,2,2,10
"      284504701  2",1,0,1,37,19,1,10,5,3,3,2,10
"      284506301  2",0,0,0,25,19,1,10,4,4,2,2,10
"      284509501  1",1,0,1,20,19,1,10,4,3,1,2,10
"      284510201  2",NA,NA,NA,37,19,1,10,0,6,3,2,1
"      284510201  4",NA,NA,NA,15,19,1,10,3,6,3,2,10
"      284510901  2",1,0,0,23,19,1,10,4,5,4,2,10
"      284511101  2",0,0,0,34,19,1,10,4,5,2,2,10
"      284511101  4",NA,NA,NA,12,19,1,10,2,5,2,2,10
"      284514701  2",NA,NA,NA,20,19,1,10,5,3,2,2,10
"      284602101  1",0,0,0,33,19,1,10,4,3,3,2,10
"      284602101  2",NA,NA,NA,12,19,1,10,1,3,3,2,10
"      284604101  2",0,0,0,21,19,1,10,4,3,2,2,10
"      284604701  1",NA,NA,NA,43,19,1,10,2,7,3,2,1
"      284604701  3",NA,NA,NA,NA,19,1,NA,NA,NA,3,NA,NA
"      284604701  4",NA,NA,NA,18,19,1,10,5,7,3,2,10
"      284604701  5",NA,NA,NA,15,19,1,10,3,7,3,2,10
"      284608001  2",NA,NA,NA,40,19,1,10,2,5,4,2,10
"      284608001  3",NA,NA,NA,18,19,1,10,5,5,4,2,10
"      284608001  4",NA,NA,NA,14,19,1,10,3,5,4,2,10
"      284610101  2",0,0,0,23,19,1,10,4,3,4,2,10
"      284610701  1",0,0,0,41,19,1,10,4,5,3,2,10
"      284613801  3",NA,NA,NA,16,19,1,10,3,5,2,2,10
"      284613801  4",NA,NA,NA,30,19,1,1,5,5,2,2,10
"      284701901  1",1,0,0,30,19,1,10,4,3,3,2,10
"      284703801  3",NA,NA,NA,29,19,1,10,5,4,4,2,10
"      284704101  1",0,0,0,45,19,1,10,4,4,3,2,10
"      284704101  2",NA,NA,NA,24,19,1,10,5,4,3,2,10
"      284704901  2",0,0,0,44,19,1,10,4,5,5,2,10
"      284704901  4",NA,NA,NA,17,19,1,10,4,5,5,2,10
"      284705301  1",NA,NA,NA,18,19,1,10,4,2,2,2,10
"      284705701  2",0,0,0,38,19,1,10,1,7,1,0,10
"      284705701  7",NA,NA,NA,NA,19,1,NA,NA,NA,1,NA,NA
"      284710801  3",NA,NA,NA,25,19,1,10,5,3,2,2,10
"      284711501  2",0,0,0,26,19,1,10,5,3,3,2,10
"      284712301  1",0,0,0,32,19,1,10,4,3,3,2,10
"      284712301  2",NA,NA,NA,12,19,1,10,2,3,3,2,10
"      284713801  1",0,0,1,44,19,1,10,1,6,2,2,1
"      284713801  2",NA,NA,NA,20,19,1,10,5,6,2,2,10
"      284713801  5",NA,NA,NA,20,19,1,10,4,6,2,2,10
"      284800501  2",0,0,0,30,19,1,10,4,4,3,2,10
"      284800501  3",NA,NA,NA,12,19,1,10,2,4,3,2,10
"      284801001  2",0,0,0,46,19,1,10,5,4,5,2,10
"      284801401  3",1,1,0,28,19,1,10,5,4,3,2,10
"      284801701  2",0,0,0,37,19,1,10,4,3,3,2,10
"      284802001  1",0,0,0,31,19,1,10,5,2,2,2,10
"      284806101  2",NA,NA,NA,23,19,1,10,5,2,3,2,10
"      284806601  2",0,0,0,41,19,1,10,5,4,2,2,10
"      284808001  2",0,0,0,28,19,1,10,5,4,2,2,10
"      284808101  1",1,0,1,47,19,1,10,4,3,2,2,10
"      284900301  2",1,0,0,41,19,1,10,5,4,5,2,10
"      284902801  2",0,0,0,28,19,1,10,4,5,4,2,10
"      284904301  3",NA,NA,NA,26,19,1,10,5,3,5,2,10
"      284908301  2",0,0,0,49,19,1,10,5,5,4,2,10
"      285001001  1",NA,NA,NA,45,19,1,10,3,4,2,2,10
"      285001001  2",NA,NA,NA,25,19,1,10,5,4,2,2,10
"      285001001  3",NA,NA,NA,19,19,1,10,5,4,2,2,10
"      285001601  1",1,1,1,33,19,1,10,5,5,2,2,10
"      285002101  2",0,0,0,24,19,1,10,4,4,3,2,10
"      285003801  2",1,0,0,30,19,1,10,4,3,3,2,10
"      285005401  2",NA,NA,NA,41,19,1,10,3,7,2,2,10
"      285005401  3",NA,NA,NA,20,19,1,10,5,7,2,2,10
"      285005401  4",NA,NA,NA,16,19,1,10,3,7,2,2,10
"      285005801  2",0,0,0,33,19,1,10,4,4,3,2,10
"      285006801  1",0,0,0,24,19,1,10,5,3,3,2,10
"      285006901  2",0,0,0,33,19,1,10,4,4,4,2,10
"      285201001  1",0,0,0,21,19,1,10,5,2,3,2,10
"      285203001  1",0,0,0,33,19,1,10,4,5,3,2,10
"      285204001  2",NA,NA,NA,NA,19,1,NA,NA,NA,3,NA,NA
"      285204501  2",0,0,0,36,19,1,10,5,7,4,2,10
"      285204501  3",NA,NA,NA,13,19,1,10,3,7,4,2,10
"      285205701  2",NA,NA,NA,16,19,1,10,3,4,2,2,10
"      285205701  3",NA,NA,NA,24,19,1,10,4,4,2,2,10
"      285207301  2",0,0,0,39,19,1,10,3,6,3,2,10
"      285208101  2",0,0,0,29,19,1,10,4,4,3,2,10
"      285208201  1",NA,NA,NA,NA,19,1,NA,NA,NA,2,NA,NA
"      285208701  6",NA,NA,NA,12,19,1,10,1,10,3,2,10
"      285208701  8",1,0,0,25,19,1,10,4,10,3,2,10
"      285209901  5",NA,NA,NA,25,19,1,10,4,6,3,2,10
"      285301301  2",0,0,0,26,19,1,10,5,3,5,2,10
"      285302001  2",0,0,0,39,19,1,10,5,2,5,2,10
"      285304001  2",0,0,0,39,19,1,10,5,4,4,2,10
"      285304401  2",0,0,0,26,19,1,10,0,5,2,0,10
"      285304701  2",1,0,1,42,19,1,10,4,5,3,2,10
"      285305101  1",NA,NA,NA,NA,19,1,NA,NA,NA,3,NA,NA
"      285306801  2",1,0,0,36,19,1,10,1,5,4,2,10
"      285308401  2",0,0,0,32,19,1,10,5,5,3,2,10
"      285400601  2",NA,NA,NA,18,19,1,10,4,4,3,2,10
"      285400601  4",0,0,0,39,19,1,10,4,4,3,2,1
"      285402101  2",0,0,0,49,19,1,10,5,5,3,2,10
"      285402401  2",0,0,0,26,19,1,10,5,3,3,2,10
"      285402901  2",NA,NA,NA,NA,19,1,NA,NA,NA,5,NA,NA
"      285403501  2",0,0,0,39,19,1,10,4,5,4,2,10
"      285403801  2",0,0,0,30,19,1,10,4,4,2,2,10
"      285405101  2",0,0,0,44,19,1,10,5,4,3,2,10
"      285405101  4",NA,NA,NA,13,19,1,10,2,4,3,2,10
"      285405401  2",0,0,0,18,19,1,10,4,3,2,2,10
"      285900301  3",0,0,0,34,19,1,10,5,4,4,2,10
"      285903001  2",0,0,0,43,19,1,10,5,5,2,2,10
"      285904601  3",NA,NA,NA,23,19,1,10,5,4,3,2,10
"      285907501  2",0,0,0,28,19,1,10,5,3,3,2,10
"      285909701  1",0,0,0,30,19,1,10,4,3,4,2,10
"      285911101  2",0,0,1,49,19,1,10,5,4,3,2,10
"      285911101  4",NA,NA,NA,13,19,1,10,3,4,3,2,10
"      285911401  2",NA,NA,NA,46,19,1,10,4,3,3,2,10
"      286002901  1",0,0,0,49,19,1,10,4,5,4,2,10
"      286002901  3",NA,NA,NA,23,19,1,10,5,5,4,2,10
"      286005301  1",0,0,0,30,19,1,1,5,6,2,2,10
"      286007501  3",NA,NA,NA,NA,19,1,NA,NA,NA,5,NA,NA
"      286008101  2",0,0,1,43,19,1,10,4,4,3,2,10
"      286008101  3",NA,NA,NA,13,19,1,10,2,4,3,2,10
"      286009001  2",1,0,1,37,19,1,10,5,6,5,2,10
"      286009001  4",NA,NA,NA,14,19,1,10,3,6,5,2,10
"      286009901  1",NA,NA,NA,19,19,1,10,5,2,2,2,10
"      286010601  1",NA,NA,NA,46,19,1,10,5,4,4,2,10
"      286010601  2",NA,NA,NA,19,19,1,10,5,4,4,2,10
"      286011101  2",0,0,0,36,19,1,10,5,4,4,2,10
"      286011101  4",NA,NA,NA,13,19,1,10,3,4,4,2,10
"      286012501  5",NA,NA,NA,12,19,1,10,1,5,4,2,10
"      286014801  2",0,0,0,37,19,1,10,4,5,3,2,10
"      286102101  2",0,0,0,31,19,1,10,5,4,3,2,10
"      286102901  5",NA,NA,NA,15,19,1,10,3,5,2,2,10
"      286103201  2",NA,NA,NA,26,19,1,10,5,4,3,2,10
"      286105501  2",0,0,0,18,19,1,8,4,3,2,2,10
"      286106801  2",NA,NA,NA,27,19,1,10,5,3,2,2,10
"      286106901  2",0,0,0,30,19,1,10,5,5,4,2,10
"      286109401  1",NA,NA,NA,29,19,1,10,1,4,1,0,10
"      286109701  1",1,0,0,20,19,1,10,5,4,3,2,10
"      286200301  2",0,0,0,26,19,1,10,5,5,5,2,10
"      286201601  2",0,0,0,38,19,1,10,5,4,3,2,10
"      286202701  2",NA,NA,NA,NA,19,1,NA,NA,NA,4,NA,NA
"      286202701  5",NA,NA,NA,NA,19,1,NA,NA,NA,4,NA,NA
"      286205401  2",1,0,0,30,19,1,10,5,3,3,2,10
"      286208201  2",NA,NA,NA,NA,19,1,NA,NA,NA,5,NA,NA
"      286210201  2",0,0,0,31,19,1,10,5,4,4,2,10
"      286210801  2",NA,NA,NA,16,19,1,10,3,2,3,2,10
"      286213701  2",0,0,0,31,19,1,10,5,4,5,2,10
"      286216801  2",0,0,0,34,19,1,10,5,4,4,2,10
"      286300401  2",0,0,0,38,19,1,10,4,4,3,2,10
"      286302201  2",0,0,0,27,19,1,10,4,5,1,2,10
"      286302701  2",0,0,1,37,19,1,10,4,5,3,2,10
"      286303701  1",NA,NA,NA,23,19,1,10,4,2,2,2,10
"      286303801  2",0,0,0,31,19,1,10,4,5,3,2,10
"      286305901  1",1,0,0,34,19,1,10,5,3,2,2,10
"      286307201  2",NA,NA,NA,NA,19,1,NA,NA,NA,2,NA,NA
"      286400401  2",NA,NA,NA,NA,19,1,NA,NA,NA,2,NA,NA
"      286400401  4",NA,NA,NA,NA,19,1,NA,NA,NA,2,NA,NA
"      286401401  2",NA,NA,NA,45,19,1,10,5,9,4,2,10
"      286401401  3",NA,NA,NA,27,19,1,10,5,9,4,2,10
"      286401901  2",0,0,0,42,19,1,10,0,7,3,2,10
"      286401901  4",NA,NA,NA,12,19,1,10,1,7,3,1,10
"      286401901  5",NA,NA,NA,26,19,1,10,2,7,3,2,10
"      286403101  2",0,0,0,24,19,1,10,5,3,4,2,10
"      286502801  2",0,0,0,33,19,1,10,5,3,2,2,10
"      286503301  1",0,0,0,27,19,1,10,3,6,2,2,1
"      286503401  2",0,0,0,30,19,1,10,4,4,3,2,10
"      286506601  1",0,0,0,47,19,1,10,3,3,2,2,10
"      286507001  1",1,1,1,30,19,1,10,4,5,2,2,10
"      286508601  2",0,0,0,28,19,1,10,4,5,3,2,10
"      286509001  2",0,0,0,35,19,1,10,5,2,3,2,10
"      286601501  1",1,0,0,34,19,1,10,4,2,2,2,10
"      286604601  2",1,0,0,38,19,1,10,3,4,2,2,10
"      286604901  1",0,0,0,24,19,1,10,5,2,2,2,10
"      286605401  2",1,0,0,33,19,1,10,4,5,2,2,10
"      286605501  2",0,0,0,26,19,1,10,4,3,3,2,10
"      286605601  2",NA,NA,NA,18,19,1,10,4,3,3,2,10
"      286605801  2",0,0,0,39,19,1,10,4,5,2,2,10
"      286606401  2",1,0,1,40,19,1,10,3,5,2,2,1
"      286700701  2",0,0,0,24,19,1,10,5,3,2,2,10
"      286700901  2",0,0,0,28,19,1,10,4,3,2,2,10
"      286701301  1",1,0,0,32,19,1,10,4,3,2,2,10
"      286701501  2",0,0,0,22,19,1,10,3,4,2,2,10
"      286703601  2",0,0,0,17,19,1,10,4,3,1,2,10
"      286706101  2",0,0,0,25,19,1,10,4,4,3,2,10
"      286802001  2",0,0,0,39,19,1,10,5,3,3,2,10
"      286804001  2",0,0,0,30,19,1,10,2,5,1,2,1
"      286804601  2",0,0,0,24,19,1,10,5,3,2,2,10
"      286806801  1",1,0,0,42,19,1,10,1,4,2,2,1
"      286807201  2",NA,NA,NA,32,19,1,10,4,5,4,2,10
"      286807201  3",NA,NA,NA,15,19,1,10,3,5,4,2,10
"      286807701  2",1,0,1,31,19,1,10,4,4,2,2,10
"      287001301  1",0,0,0,26,19,1,10,4,3,3,2,10
"      287002001  2",0,0,0,36,19,1,10,4,5,4,2,10
"      287002001  3",NA,NA,NA,13,19,1,10,2,5,4,2,10
"      287003001  1",1,1,0,36,19,1,10,4,5,2,2,10
"      287003001  3",NA,NA,NA,12,19,1,10,1,5,2,2,10
"      287003601  2",1,0,0,33,19,1,10,4,4,4,2,10
"      287004801  1",NA,NA,NA,43,19,1,10,5,2,3,2,10
